date,currency,rate
2024-02-26,EUR,486.6400
2024-02-26,RUB,4.8300
2024-02-26,USD,449.8800
2024-02-27,EUR,487.6700
2024-02-27,RUB,4.8600
2024-02-27,USD,449.9600
2024-02-28,EUR,487.0900
2024-02-28,RUB,4.8900
2024-02-28,USD,448.8900
2024-02-29,EUR,487.3200
2024-02-29,RUB,4.9000
2024-02-29,USD,451.3100
2024-03-01,EUR,488.9100
2024-03-01,RUB,4.9700
2024-03-01,USD,450.6100
2024-03-04,EUR,487.4700
2024-03-04,RUB,4.9400
2024-03-04,USD,451.0300
2024-03-05,EUR,492.0200
2024-03-05,RUB,4.9600
2024-03-05,USD,453.3500
2024-03-06,EUR,488.7300
2024-03-06,RUB,4.9500
2024-03-06,USD,450.5300
2024-03-07,EUR,486.6800
2024-03-07,RUB,4.9600
2024-03-07,USD,447.5200
2024-03-08,EUR,487.3200
2024-03-08,RUB,4.9300
2024-03-08,USD,447.2900
2024-03-11,EUR,487.3200
2024-03-11,RUB,4.9300
2024-03-11,USD,447.2900
2024-03-12,EUR,491.1500
2024-03-12,RUB,4.9600
2024-03-12,USD,448.9100
2024-03-13,EUR,491.2600
2024-03-13,RUB,4.9300
2024-03-13,USD,449.3000
2024-03-14,EUR,491.6800
2024-03-14,RUB,4.9100
2024-03-14,USD,449.8900
2024-03-15,EUR,491.2900
2024-03-15,RUB,4.9100
2024-03-15,USD,449.1600
2024-03-18,EUR,488.5500
2024-03-18,RUB,4.8800
2024-03-18,USD,448.5800
2024-03-19,EUR,489.6900
2024-03-19,RUB,4.8900
2024-03-19,USD,449.3000
2024-03-20,EUR,489.0600
2024-03-20,RUB,4.8800
2024-03-20,USD,451.0800
2024-03-21,EUR,489.1300
2024-03-21,RUB,4.8700
2024-03-21,USD,451.2700
2024-03-22,EUR,489.1300
2024-03-22,RUB,4.8700
2024-03-22,USD,451.2700
2024-03-25,EUR,489.1300
2024-03-25,RUB,4.8700
2024-03-25,USD,451.2700
2024-03-26,EUR,489.1300
2024-03-26,RUB,4.8700
2024-03-26,USD,451.2700
2024-03-27,EUR,488.5100
2024-03-27,RUB,4.8600
2024-03-27,USD,450.0700
2024-03-28,EUR,486.9400
2024-03-28,RUB,4.8600
2024-03-28,USD,449.5800
2024-03-29,EUR,483.4600
2024-03-29,RUB,4.8600
2024-03-29,USD,448.1500
2024-04-01,EUR,481.8100
2024-04-01,RUB,4.8400
2024-04-01,USD,446.7800
2024-04-02,EUR,481.3500
2024-04-02,RUB,4.8400
2024-04-02,USD,446.5600
2024-04-03,EUR,480.8300
2024-04-03,RUB,4.8400
2024-04-03,USD,447.5300
2024-04-04,EUR,481.5500
2024-04-04,RUB,4.8500
2024-04-04,USD,446.9100
2024-04-05,EUR,484.8400
2024-04-05,RUB,4.8500
2024-04-05,USD,446.4900
2024-04-08,EUR,484.0000
2024-04-08,RUB,4.8400
2024-04-08,USD,446.7800
2024-04-09,EUR,482.9600
2024-04-09,RUB,4.8200
2024-04-09,USD,445.9500
2024-04-10,EUR,484.8700
2024-04-10,RUB,4.8100
2024-04-10,USD,446.1400
2024-04-11,EUR,485.7400
2024-04-11,RUB,4.8000
2024-04-11,USD,447.1500
2024-04-12,EUR,481.0500
2024-04-12,RUB,4.7900
2024-04-12,USD,448.4100
2024-04-15,EUR,476.7800
2024-04-15,RUB,4.7900
2024-04-15,USD,447.8900
2024-04-16,EUR,478.0300
2024-04-16,RUB,4.7900
2024-04-16,USD,448.5600
2024-04-17,EUR,476.8200
2024-04-17,RUB,4.7700
2024-04-17,USD,448.8100
2024-04-18,EUR,477.9300
2024-04-18,RUB,4.7600
2024-04-18,USD,448.8900
2024-04-19,EUR,477.5500
2024-04-19,RUB,4.7600
2024-04-19,USD,447.4000
2024-04-22,EUR,475.3800
2024-04-22,RUB,4.7900
2024-04-22,USD,446.4900
2024-04-23,EUR,474.5800
2024-04-23,RUB,4.7800
2024-04-23,USD,445.6600
2024-04-24,EUR,473.3300
2024-04-24,RUB,4.7600
2024-04-24,USD,444.3200
2024-04-25,EUR,474.3000
2024-04-25,RUB,4.8000
2024-04-25,USD,443.8500
2024-04-26,EUR,476.3800
2024-04-26,RUB,4.8200
2024-04-26,USD,444.2200
2024-04-29,EUR,475.5400
2024-04-29,RUB,4.8200
2024-04-29,USD,443.3500
2024-04-30,EUR,473.0900
2024-04-30,RUB,4.7500
2024-04-30,USD,441.4400
2024-05-01,EUR,474.1400
2024-05-01,RUB,4.7400
2024-05-01,USD,442.0500
2024-05-02,EUR,474.1400
2024-05-02,RUB,4.7400
2024-05-02,USD,442.0500
2024-05-03,EUR,474.4900
2024-05-03,RUB,4.8300
2024-05-03,USD,443.3700
2024-05-06,EUR,475.1400
2024-05-06,RUB,4.8600
2024-05-06,USD,441.6600
2024-05-07,EUR,473.3100
2024-05-07,RUB,4.8200
2024-05-07,USD,439.4300
2024-05-08,EUR,473.3100
2024-05-08,RUB,4.8200
2024-05-08,USD,439.4300
2024-05-09,EUR,473.3100
2024-05-09,RUB,4.8200
2024-05-09,USD,439.4300
2024-05-10,EUR,473.3100
2024-05-10,RUB,4.8200
2024-05-10,USD,439.4300
2024-05-13,EUR,473.5400
2024-05-13,RUB,4.7600
2024-05-13,USD,439.4000
2024-05-14,EUR,475.3600
2024-05-14,RUB,4.8200
2024-05-14,USD,440.9200
2024-05-15,EUR,475.9500
2024-05-15,RUB,4.8200
2024-05-15,USD,440.9000
2024-05-16,EUR,477.7800
2024-05-16,RUB,4.8400
2024-05-16,USD,441.4100
2024-05-17,EUR,480.0000
2024-05-17,RUB,4.8600
2024-05-17,USD,441.5800
2024-05-20,EUR,480.5100
2024-05-20,RUB,4.8800
2024-05-20,USD,443.4400
2024-05-21,EUR,482.2800
2024-05-21,RUB,4.9000
2024-05-21,USD,443.7200
2024-05-22,EUR,480.0200
2024-05-22,RUB,4.8800
2024-05-22,USD,441.8000
2024-05-23,EUR,478.7700
2024-05-23,RUB,4.9000
2024-05-23,USD,441.7900
2024-05-24,EUR,480.3800
2024-05-24,RUB,4.9100
2024-05-24,USD,443.0300
2024-05-27,EUR,480.3900
2024-05-27,RUB,4.9400
2024-05-27,USD,443.1600
2024-05-28,EUR,480.9700
2024-05-28,RUB,5.0000
2024-05-28,USD,442.8400
2024-05-29,EUR,480.2700
2024-05-29,RUB,4.9900
2024-05-29,USD,441.5900
2024-05-30,EUR,480.3200
2024-05-30,RUB,4.9400
2024-05-30,USD,442.8500
2024-05-31,EUR,481.0400
2024-05-31,RUB,4.9500
2024-05-31,USD,444.7900
2024-06-03,EUR,485.1800
2024-06-03,RUB,4.9600
2024-06-03,USD,447.2500
2024-06-04,EUR,484.4100
2024-06-04,RUB,5.0100
2024-06-04,USD,447.0800
2024-06-05,EUR,486.8100
2024-06-05,RUB,5.0500
2024-06-05,USD,448.0100
2024-06-06,EUR,487.5400
2024-06-06,RUB,5.0600
2024-06-06,USD,448.6400
2024-06-07,EUR,485.9500
2024-06-07,RUB,5.0400
2024-06-07,USD,446.8900
2024-06-10,EUR,487.2300
2024-06-10,RUB,5.0400
2024-06-10,USD,447.3700
2024-06-11,EUR,481.1000
2024-06-11,RUB,5.0500
2024-06-11,USD,448.1200
2024-06-12,EUR,483.0000
2024-06-12,RUB,5.0500
2024-06-12,USD,449.7600
2024-06-13,EUR,485.9700
2024-06-13,RUB,5.0700
2024-06-13,USD,451.7700
2024-06-14,EUR,487.2200
2024-06-14,RUB,5.1400
2024-06-14,USD,451.3800
2024-06-17,EUR,482.2100
2024-06-17,RUB,5.0500
2024-06-17,USD,450.7900
2024-06-18,EUR,484.9900
2024-06-18,RUB,5.1200
2024-06-18,USD,452.9200
2024-06-19,EUR,490.8600
2024-06-19,RUB,5.2600
2024-06-19,USD,457.9800
2024-06-20,EUR,494.1400
2024-06-20,RUB,5.5400
2024-06-20,USD,459.7500
2024-06-21,EUR,493.0600
2024-06-21,RUB,5.3800
2024-06-21,USD,459.6000
2024-06-24,EUR,496.3200
2024-06-24,RUB,5.4000
2024-06-24,USD,464.7200
2024-06-25,EUR,499.2000
2024-06-25,RUB,5.3300
2024-06-25,USD,465.2800
2024-06-26,EUR,501.0300
2024-06-26,RUB,5.3500
2024-06-26,USD,467.2900
2024-06-27,EUR,495.4900
2024-06-27,RUB,5.3100
2024-06-27,USD,463.7700
2024-06-28,EUR,498.2000
2024-06-28,RUB,5.4500
2024-06-28,USD,465.5200
2024-07-01,EUR,504.7900
2024-07-01,RUB,5.5300
2024-07-01,USD,471.4600
2024-07-02,EUR,510.7200
2024-07-02,RUB,5.4700
2024-07-02,USD,475.1800
2024-07-03,EUR,505.6600
2024-07-03,RUB,5.4000
2024-07-03,USD,471.8300
2024-07-04,EUR,508.3400
2024-07-04,RUB,5.4000
2024-07-04,USD,472.5700
2024-07-05,EUR,513.3700
2024-07-05,RUB,5.4000
2024-07-05,USD,475.3900
2024-07-08,EUR,515.4700
2024-07-08,RUB,5.4100
2024-07-08,USD,476.2700
2024-07-09,EUR,515.4700
2024-07-09,RUB,5.4100
2024-07-09,USD,476.2700
2024-07-10,EUR,520.1900
2024-07-10,RUB,5.5100
2024-07-10,USD,480.7700
2024-07-11,EUR,517.7600
2024-07-11,RUB,5.4700
2024-07-11,USD,478.4800
2024-07-12,EUR,514.4800
2024-07-12,RUB,5.4300
2024-07-12,USD,474.2600
2024-07-15,EUR,517.2100
2024-07-15,RUB,5.4400
2024-07-15,USD,475.0300
2024-07-16,EUR,515.4400
2024-07-16,RUB,5.4100
2024-07-16,USD,472.4900
2024-07-17,EUR,517.1900
2024-07-17,RUB,5.3900
2024-07-17,USD,474.6200
2024-07-18,EUR,518.9900
2024-07-18,RUB,5.4000
2024-07-18,USD,474.8300
2024-07-19,EUR,521.4400
2024-07-19,RUB,5.4300
2024-07-19,USD,477.0300
2024-07-22,EUR,520.8400
2024-07-22,RUB,5.4400
2024-07-22,USD,478.5800
2024-07-23,EUR,515.1200
2024-07-23,RUB,5.4000
2024-07-23,USD,473.1500
2024-07-24,EUR,513.2200
2024-07-24,RUB,5.4300
2024-07-24,USD,472.6200
2024-07-25,EUR,514.0100
2024-07-25,RUB,5.4800
2024-07-25,USD,474.0900
2024-07-26,EUR,515.1700
2024-07-26,RUB,5.5800
2024-07-26,USD,474.7200
2024-07-29,EUR,515.3800
2024-07-29,RUB,5.5000
2024-07-29,USD,474.8300
2024-07-30,EUR,512.8100
2024-07-30,RUB,5.4700
2024-07-30,USD,473.2900
2024-07-31,EUR,514.9700
2024-07-31,RUB,5.5100
2024-07-31,USD,475.3700
2024-08-01,EUR,513.3800
2024-08-01,RUB,5.5000
2024-08-01,USD,473.9500
2024-08-02,EUR,511.7400
2024-08-02,RUB,5.5400
2024-08-02,USD,474.7100
2024-08-05,EUR,513.6300
2024-08-05,RUB,5.5300
2024-08-05,USD,474.5700
2024-08-06,EUR,522.4300
2024-08-06,RUB,5.6300
2024-08-06,USD,477.1500
2024-08-07,EUR,522.9300
2024-08-07,RUB,5.6100
2024-08-07,USD,479.4000
2024-08-08,EUR,519.2300
2024-08-08,RUB,5.5200
2024-08-08,USD,475.6200
2024-08-09,EUR,521.2800
2024-08-09,RUB,5.4900
2024-08-09,USD,477.1400
2024-08-12,EUR,520.7800
2024-08-12,RUB,5.3700
2024-08-12,USD,477.0400
2024-08-13,EUR,523.3900
2024-08-13,RUB,5.3100
2024-08-13,USD,479.0300
2024-08-14,EUR,523.6900
2024-08-14,RUB,5.2200
2024-08-14,USD,479.4400
2024-08-15,EUR,528.8200
2024-08-15,RUB,5.3900
2024-08-15,USD,479.8300
2024-08-16,EUR,526.9100
2024-08-16,RUB,5.4000
2024-08-16,USD,478.5700
2024-08-19,EUR,526.4200
2024-08-19,RUB,5.3800
2024-08-19,USD,478.9100
2024-08-20,EUR,528.2400
2024-08-20,RUB,5.3500
2024-08-20,USD,478.7400
2024-08-21,EUR,528.4000
2024-08-21,RUB,5.2100
2024-08-21,USD,476.8100
2024-08-22,EUR,529.1200
2024-08-22,RUB,5.1800
2024-08-22,USD,475.7000
2024-08-23,EUR,533.5000
2024-08-23,RUB,5.2600
2024-08-23,USD,479.0800
2024-08-26,EUR,536.6600
2024-08-26,RUB,5.2800
2024-08-26,USD,482.7800
2024-08-27,EUR,540.2900
2024-08-27,RUB,5.2700
2024-08-27,USD,483.6500
2024-08-28,EUR,536.5800
2024-08-28,RUB,5.2600
2024-08-28,USD,480.5900
2024-08-29,EUR,535.3600
2024-08-29,RUB,5.2700
2024-08-29,USD,481.2200
2024-08-30,EUR,534.4600
2024-08-30,RUB,5.2800
2024-08-30,USD,481.6300
2024-09-02,EUR,534.4600
2024-09-02,RUB,5.2800
2024-09-02,USD,481.6300
2024-09-03,EUR,533.7700
2024-09-03,RUB,5.4100
2024-09-03,USD,482.5300
2024-09-04,EUR,532.7000
2024-09-04,RUB,5.4400
2024-09-04,USD,482.7400
2024-09-05,EUR,534.4900
2024-09-05,RUB,5.4100
2024-09-05,USD,483.5700
2024-09-06,EUR,535.9700
2024-09-06,RUB,5.3500
2024-09-06,USD,482.9400
2024-09-09,EUR,533.7500
2024-09-09,RUB,5.3600
2024-09-09,USD,480.5500
2024-09-10,EUR,528.7400
2024-09-10,RUB,5.2900
2024-09-10,USD,478.8900
2024-09-11,EUR,527.1000
2024-09-11,RUB,5.2400
2024-09-11,USD,477.4500
2024-09-12,EUR,527.6700
2024-09-12,RUB,5.2500
2024-09-12,USD,477.6200
2024-09-13,EUR,525.8500
2024-09-13,RUB,5.2400
2024-09-13,USD,477.1300
2024-09-16,EUR,531.6300
2024-09-16,RUB,5.2700
2024-09-16,USD,479.3800
2024-09-17,EUR,534.5300
2024-09-17,RUB,5.2800
2024-09-17,USD,480.6100
2024-09-18,EUR,535.1300
2024-09-18,RUB,5.2700
2024-09-18,USD,480.6300
2024-09-19,EUR,533.0300
2024-09-19,RUB,5.2200
2024-09-19,USD,478.9600
2024-09-20,EUR,534.9600
2024-09-20,RUB,5.1600
2024-09-20,USD,478.9300
2024-09-23,EUR,534.5700
2024-09-23,RUB,5.1700
2024-09-23,USD,479.0500
2024-09-24,EUR,534.2200
2024-09-24,RUB,5.1800
2024-09-24,USD,480.5000
2024-09-25,EUR,533.7700
2024-09-25,RUB,5.1600
2024-09-25,USD,479.7100
2024-09-26,EUR,534.9200
2024-09-26,RUB,5.1800
2024-09-26,USD,478.1600
2024-09-27,EUR,533.7600
2024-09-27,RUB,5.1700
2024-09-27,USD,478.5400
2024-09-30,EUR,534.9600
2024-09-30,RUB,5.1600
2024-09-30,USD,479.2300
2024-10-01,EUR,538.4500
2024-10-01,RUB,5.1800
2024-10-01,USD,481.1900
2024-10-02,EUR,532.2500
2024-10-02,RUB,5.1400
2024-10-02,USD,480.1100
2024-10-03,EUR,534.7400
2024-10-03,RUB,5.1200
2024-10-03,USD,483.2300
2024-10-04,EUR,533.1700
2024-10-04,RUB,5.0800
2024-10-04,USD,482.8600
2024-10-07,EUR,531.3300
2024-10-07,RUB,5.0700
2024-10-07,USD,481.8400
2024-10-08,EUR,531.0600
2024-10-08,RUB,5.0500
2024-10-08,USD,484.3700
2024-10-09,EUR,534.3100
2024-10-09,RUB,5.0600
2024-10-09,USD,486.4400
2024-10-10,EUR,536.2100
2024-10-10,RUB,5.0500
2024-10-10,USD,489.0600
2024-10-11,EUR,536.8800
2024-10-11,RUB,5.0400
2024-10-11,USD,490.8400
2024-10-14,EUR,532.9400
2024-10-14,RUB,5.0900
2024-10-14,USD,487.3700
2024-10-15,EUR,528.7900
2024-10-15,RUB,5.0300
2024-10-15,USD,484.1100
2024-10-16,EUR,531.3900
2024-10-16,RUB,5.0400
2024-10-16,USD,487.4200
2024-10-17,EUR,532.4000
2024-10-17,RUB,5.0400
2024-10-17,USD,488.9300
2024-10-18,EUR,529.3400
2024-10-18,RUB,5.0200
2024-10-18,USD,487.2400
2024-10-21,EUR,525.9800
2024-10-21,RUB,5.0400
2024-10-21,USD,485.0400
2024-10-22,EUR,522.4800
2024-10-22,RUB,5.0000
2024-10-22,USD,481.6800
2024-10-23,EUR,524.2800
2024-10-23,RUB,5.0300
2024-10-23,USD,484.1900
2024-10-24,EUR,524.4600
2024-10-24,RUB,5.0500
2024-10-24,USD,486.6500
2024-10-25,EUR,523.8200
2024-10-25,RUB,5.0200
2024-10-25,USD,485.1100
2024-10-28,EUR,523.8200
2024-10-28,RUB,5.0200
2024-10-28,USD,485.1100
2024-10-29,EUR,527.6200
2024-10-29,RUB,5.0200
2024-10-29,USD,487.8100
2024-10-30,EUR,531.2800
2024-10-30,RUB,5.0700
2024-10-30,USD,491.7000
2024-10-31,EUR,529.1900
2024-10-31,RUB,5.0400
2024-10-31,USD,488.4500
2024-11-01,EUR,530.5400
2024-11-01,RUB,5.0300
2024-11-01,USD,488.2600
2024-11-04,EUR,530.0900
2024-11-04,RUB,5.0100
2024-11-04,USD,488.1100
2024-11-05,EUR,533.4500
2024-11-05,RUB,4.9900
2024-11-05,USD,489.3600
2024-11-06,EUR,532.6200
2024-11-06,RUB,5.0000
2024-11-06,USD,488.9100
2024-11-07,EUR,528.8500
2024-11-07,RUB,5.0100
2024-11-07,USD,492.1400
2024-11-08,EUR,529.3800
2024-11-08,RUB,5.0300
2024-11-08,USD,492.2200
2024-11-11,EUR,529.9700
2024-11-11,RUB,5.0500
2024-11-11,USD,491.7100
2024-11-12,EUR,525.7100
2024-11-12,RUB,5.0300
2024-11-12,USD,492.6500
2024-11-13,EUR,525.4900
2024-11-13,RUB,5.0500
2024-11-13,USD,494.9500
2024-11-14,EUR,522.3900
2024-11-14,RUB,5.0000
2024-11-14,USD,492.1700
2024-11-15,EUR,519.0400
2024-11-15,RUB,4.9700
2024-11-15,USD,493.8500
2024-11-18,EUR,524.3700
2024-11-18,RUB,4.9800
2024-11-18,USD,495.9500
2024-11-19,EUR,525.1200
2024-11-19,RUB,5.0000
2024-11-19,USD,497.8900
2024-11-20,EUR,525.2100
2024-11-20,RUB,4.9700
2024-11-20,USD,497.2600
2024-11-21,EUR,522.3400
2024-11-21,RUB,4.9400
2024-11-21,USD,495.2000
2024-11-22,EUR,520.6500
2024-11-22,RUB,4.9100
2024-11-22,USD,494.8700
2024-11-25,EUR,519.7200
2024-11-25,RUB,4.8500
2024-11-25,USD,498.3400
2024-11-26,EUR,522.8400
2024-11-26,RUB,4.8100
2024-11-26,USD,498.5100
2024-11-27,EUR,524.2800
2024-11-27,RUB,4.7500
2024-11-27,USD,498.5500
2024-11-28,EUR,525.8300
2024-11-28,RUB,4.6200
2024-11-28,USD,499.5100
2024-11-29,EUR,541.1600
2024-11-29,RUB,4.6900
2024-11-29,USD,513.0000
2024-12-02,EUR,540.0500
2024-12-02,RUB,4.7300
2024-12-02,USD,511.2200
2024-12-03,EUR,551.9100
2024-12-03,RUB,4.9300
2024-12-03,USD,524.5800
2024-12-04,EUR,550.0600
2024-12-04,RUB,4.9300
2024-12-04,USD,523.1700
2024-12-05,EUR,549.7100
2024-12-05,RUB,5.0100
2024-12-05,USD,523.5800
2024-12-06,EUR,552.1900
2024-12-06,RUB,5.1400
2024-12-06,USD,524.6500
2024-12-09,EUR,544.6000
2024-12-09,RUB,5.1700
2024-12-09,USD,514.6500
2024-12-10,EUR,539.6100
2024-12-10,RUB,5.1500
2024-12-10,USD,510.0800
2024-12-11,EUR,534.8200
2024-12-11,RUB,5.0600
2024-12-11,USD,508.0500
2024-12-12,EUR,542.5200
2024-12-12,RUB,4.9800
2024-12-12,USD,516.9300
2024-12-13,EUR,548.8500
2024-12-13,RUB,5.0500
2024-12-13,USD,522.9100
2024-12-16,EUR,547.8800
2024-12-16,RUB,5.0600
2024-12-16,USD,522.4900
2024-12-17,EUR,547.8800
2024-12-17,RUB,5.0600
2024-12-17,USD,522.4900
2024-12-18,EUR,550.2100
2024-12-18,RUB,5.0900
2024-12-18,USD,524.6600
2024-12-19,EUR,548.6600
2024-12-19,RUB,5.0700
2024-12-19,USD,522.6300
2024-12-20,EUR,545.1900
2024-12-20,RUB,5.0900
2024-12-20,USD,524.0200
2024-12-23,EUR,544.3400
2024-12-23,RUB,5.1100
2024-12-23,USD,523.8600
2024-12-24,EUR,544.0900
2024-12-24,RUB,5.2000
2024-12-24,USD,523.7200
2024-12-25,EUR,536.3200
2024-12-25,RUB,5.1700
2024-12-25,USD,515.8900
2024-12-26,EUR,536.0400
2024-12-26,RUB,5.1800
2024-12-26,USD,514.9300
2024-12-27,EUR,535.9100
2024-12-27,RUB,5.1800
2024-12-27,USD,515.2500
2024-12-30,EUR,543.6700
2024-12-30,RUB,5.0500
2024-12-30,USD,521.8100
2024-12-31,EUR,546.4700
2024-12-31,RUB,4.9900
2024-12-31,USD,523.5400
