date,currency,rate
2023-07-07,USD,443.8400
2023-07-10,EUR,483.4700
2023-07-10,RUB,4.9000
2023-07-10,USD,443.8400
2023-07-11,EUR,487.6400
2023-07-11,RUB,4.8500
2023-07-11,USD,444.8900
2023-07-12,EUR,485.4000
2023-07-12,RUB,4.8800
2023-07-12,USD,441.1100
2023-07-13,EUR,485.6200
2023-07-13,RUB,4.8700
2023-07-13,USD,440.5500
2023-07-14,EUR,494.8300
2023-07-14,RUB,4.9200
2023-07-14,USD,443.4000
2023-07-17,EUR,501.1700
2023-07-17,RUB,4.9500
2023-07-17,USD,446.4800
2023-07-18,EUR,501.7300
2023-07-18,RUB,4.9500
2023-07-18,USD,446.3400
2023-07-19,EUR,499.5400
2023-07-19,RUB,4.9100
2023-07-19,USD,444.1500
2023-07-20,EUR,497.0900
2023-07-20,RUB,4.8600
2023-07-20,USD,442.6800
2023-07-21,EUR,497.8000
2023-07-21,RUB,4.8900
2023-07-21,USD,443.9900
2023-07-24,EUR,494.9400
2023-07-24,RUB,4.9200
2023-07-24,USD,444.8100
2023-07-25,EUR,493.3700
2023-07-25,RUB,4.9300
2023-07-25,USD,445.2400
2023-07-26,EUR,491.3900
2023-07-26,RUB,4.9400
2023-07-26,USD,445.0600
2023-07-27,EUR,492.0100
2023-07-27,RUB,4.9400
2023-07-27,USD,444.2900
2023-07-28,EUR,495.3700
2023-07-28,RUB,4.9500
2023-07-28,USD,444.7200
2023-07-31,EUR,489.0000
2023-07-31,RUB,4.9000
2023-07-31,USD,445.6800
2023-08-01,EUR,492.1000
2023-08-01,RUB,4.8800
2023-08-01,USD,446.0700
2023-08-02,EUR,488.3900
2023-08-02,RUB,4.8400
2023-08-02,USD,445.0400
2023-08-03,EUR,487.0900
2023-08-03,RUB,4.7700
2023-08-03,USD,443.6600
2023-08-04,EUR,486.4400
2023-08-04,RUB,4.7500
2023-08-04,USD,445.0100
2023-08-07,EUR,487.2800
2023-08-07,RUB,4.6900
2023-08-07,USD,445.2900
2023-08-08,EUR,489.4300
2023-08-08,RUB,4.6200
2023-08-08,USD,446.3600
2023-08-09,EUR,489.0900
2023-08-09,RUB,4.6400
2023-08-09,USD,445.8800
2023-08-10,EUR,489.9300
2023-08-10,RUB,4.5900
2023-08-10,USD,446.3200
2023-08-11,EUR,490.3800
2023-08-11,RUB,4.5600
2023-08-11,USD,445.0300
2023-08-14,EUR,489.2800
2023-08-14,RUB,4.5300
2023-08-14,USD,445.8100
2023-08-15,EUR,491.2100
2023-08-15,RUB,4.4200
2023-08-15,USD,448.5500
2023-08-16,EUR,491.3900
2023-08-16,RUB,4.5800
2023-08-16,USD,449.1700
2023-08-17,EUR,496.1000
2023-08-17,RUB,4.7000
2023-08-17,USD,454.3000
2023-08-18,EUR,503.5800
2023-08-18,RUB,4.9900
2023-08-18,USD,463.1900
2023-08-21,EUR,501.6900
2023-08-21,RUB,4.9500
2023-08-21,USD,461.7100
2023-08-22,EUR,493.0500
2023-08-22,RUB,4.8000
2023-08-22,USD,452.3400
2023-08-23,EUR,494.1800
2023-08-23,RUB,4.8100
2023-08-23,USD,453.1300
2023-08-24,EUR,495.1500
2023-08-24,RUB,4.8600
2023-08-24,USD,458.1300
2023-08-25,EUR,501.2200
2023-08-25,RUB,4.8900
2023-08-25,USD,462.0400
2023-08-28,EUR,496.4800
2023-08-28,RUB,4.8900
2023-08-28,USD,460.1700
2023-08-29,EUR,501.4500
2023-08-29,RUB,4.8700
2023-08-29,USD,464.0500
2023-08-30,EUR,498.9600
2023-08-30,RUB,4.8300
2023-08-30,USD,461.4400
2023-08-31,EUR,498.9600
2023-08-31,RUB,4.8300
2023-08-31,USD,461.4400
2023-09-01,EUR,499.8200
2023-09-01,RUB,4.7700
2023-09-01,USD,459.6900
2023-09-04,EUR,495.0900
2023-09-04,RUB,4.7400
2023-09-04,USD,456.3900
2023-09-05,EUR,496.0100
2023-09-05,RUB,4.7600
2023-09-05,USD,459.5200
2023-09-06,EUR,494.2800
2023-09-06,RUB,4.7100
2023-09-06,USD,459.9700
2023-09-07,EUR,495.1400
2023-09-07,RUB,4.7200
2023-09-07,USD,461.4100
2023-09-08,EUR,497.6400
2023-09-08,RUB,4.7200
2023-09-08,USD,464.4800
2023-09-11,EUR,499.0700
2023-09-11,RUB,4.7700
2023-09-11,USD,466.2900
2023-09-12,EUR,496.7200
2023-09-12,RUB,4.8100
2023-09-12,USD,462.8800
2023-09-13,EUR,493.7000
2023-09-13,RUB,4.8700
2023-09-13,USD,460.5000
2023-09-14,EUR,497.7600
2023-09-14,RUB,4.8400
2023-09-14,USD,463.9800
2023-09-15,EUR,500.0700
2023-09-15,RUB,4.8500
2023-09-15,USD,466.1800
2023-09-18,EUR,498.2200
2023-09-18,RUB,4.8400
2023-09-18,USD,467.2900
2023-09-19,EUR,500.8000
2023-09-19,RUB,4.8700
2023-09-19,USD,469.3100
2023-09-20,EUR,503.9300
2023-09-20,RUB,4.9000
2023-09-20,USD,471.4500
2023-09-21,EUR,506.1100
2023-09-21,RUB,4.9000
2023-09-21,USD,473.2200
2023-09-22,EUR,506.9500
2023-09-22,RUB,4.9600
2023-09-22,USD,475.9600
2023-09-25,EUR,505.5200
2023-09-25,RUB,4.9500
2023-09-25,USD,475.2500
2023-09-26,EUR,504.0300
2023-09-26,RUB,4.9300
2023-09-26,USD,473.9800
2023-09-27,EUR,505.2700
2023-09-27,RUB,4.9500
2023-09-27,USD,476.8900
2023-09-28,EUR,509.7100
2023-09-28,RUB,5.0000
2023-09-28,USD,482.7700
2023-09-29,EUR,503.2200
2023-09-29,RUB,4.9200
2023-09-29,USD,477.5700
2023-10-02,EUR,503.5100
2023-10-02,RUB,4.8800
2023-10-02,USD,474.4700
2023-10-03,EUR,504.0400
2023-10-03,RUB,4.8600
2023-10-03,USD,478.3500
2023-10-04,EUR,500.2500
2023-10-04,RUB,4.8100
2023-10-04,USD,477.2500
2023-10-05,EUR,500.2300
2023-10-05,RUB,4.7900
2023-10-05,USD,476.5900
2023-10-06,EUR,501.6000
2023-10-06,RUB,4.7900
2023-10-06,USD,477.4400
2023-10-09,EUR,504.8400
2023-10-09,RUB,4.7700
2023-10-09,USD,478.4300
2023-10-10,EUR,502.4500
2023-10-10,RUB,4.7300
2023-10-10,USD,477.0200
2023-10-11,EUR,505.8900
2023-10-11,RUB,4.8100
2023-10-11,USD,477.2100
2023-10-12,EUR,505.5300
2023-10-12,RUB,4.7800
2023-10-12,USD,476.7800
2023-10-13,EUR,505.1800
2023-10-13,RUB,4.9100
2023-10-13,USD,475.7800
2023-10-16,EUR,502.2100
2023-10-16,RUB,4.9100
2023-10-16,USD,476.9800
2023-10-17,EUR,501.8500
2023-10-17,RUB,4.9000
2023-10-17,USD,476.6400
2023-10-18,EUR,503.5000
2023-10-18,RUB,4.9000
2023-10-18,USD,477.1200
2023-10-19,EUR,505.1400
2023-10-19,RUB,4.9100
2023-10-19,USD,477.9900
2023-10-20,EUR,505.4800
2023-10-20,RUB,4.9300
2023-10-20,USD,479.4000
2023-10-23,EUR,507.2300
2023-10-23,RUB,5.0100
2023-10-23,USD,479.0600
2023-10-24,EUR,507.0200
2023-10-24,RUB,5.0700
2023-10-24,USD,478.7700
2023-10-25,EUR,505.9800
2023-10-25,RUB,5.0800
2023-10-25,USD,475.8600
2023-10-26,EUR,505.9800
2023-10-26,RUB,5.0800
2023-10-26,USD,475.8600
2023-10-27,EUR,502.1400
2023-10-27,RUB,5.0900
2023-10-27,USD,476.2800
2023-10-30,EUR,496.7800
2023-10-30,RUB,5.0400
2023-10-30,USD,470.3000
2023-10-31,EUR,499.2900
2023-10-31,RUB,5.0700
2023-10-31,USD,471.8700
2023-11-01,EUR,501.0900
2023-11-01,RUB,5.1100
2023-11-01,USD,469.6700
2023-11-02,EUR,495.8500
2023-11-02,RUB,5.0500
2023-11-02,USD,470.0900
2023-11-03,EUR,497.3400
2023-11-03,RUB,5.0300
2023-11-03,USD,468.1300
2023-11-06,EUR,495.1400
2023-11-06,RUB,5.0100
2023-11-06,USD,465.1400
2023-11-07,EUR,496.7300
2023-11-07,RUB,5.0100
2023-11-07,USD,462.4600
2023-11-08,EUR,496.1700
2023-11-08,RUB,5.0300
2023-11-08,USD,464.4900
2023-11-09,EUR,497.7800
2023-11-09,RUB,5.0700
2023-11-09,USD,466.7900
2023-11-10,EUR,500.6700
2023-11-10,RUB,5.0900
2023-11-10,USD,468.0500
2023-11-13,EUR,499.4800
2023-11-13,RUB,5.0800
2023-11-13,USD,467.9000
2023-11-14,EUR,497.9900
2023-11-14,RUB,5.0600
2023-11-14,USD,465.8900
2023-11-15,EUR,496.7500
2023-11-15,RUB,5.0700
2023-11-15,USD,463.6500
2023-11-16,EUR,500.7600
2023-11-16,RUB,5.1700
2023-11-16,USD,461.5300
2023-11-17,EUR,500.7800
2023-11-17,RUB,5.1900
2023-11-17,USD,461.5500
2023-11-20,EUR,502.1700
2023-11-20,RUB,5.2000
2023-11-20,USD,462.7900
2023-11-21,EUR,505.8100
2023-11-21,RUB,5.2400
2023-11-21,USD,462.5600
2023-11-22,EUR,502.3300
2023-11-22,RUB,5.2200
2023-11-22,USD,459.0400
2023-11-23,EUR,497.9900
2023-11-23,RUB,5.1800
2023-11-23,USD,456.8300
2023-11-24,EUR,503.6400
2023-11-24,RUB,5.2300
2023-11-24,USD,461.1700
2023-11-27,EUR,504.8600
2023-11-27,RUB,5.2100
2023-11-27,USD,463.0900
2023-11-28,EUR,502.9200
2023-11-28,RUB,5.1800
2023-11-28,USD,459.3700
2023-11-29,EUR,502.9200
2023-11-29,RUB,5.1800
2023-11-29,USD,459.0400
2023-11-30,EUR,503.7700
2023-11-30,RUB,5.1600
2023-11-30,USD,459.0600
2023-12-01,EUR,500.4100
2023-12-01,RUB,5.1700
2023-12-01,USD,458.0400
2023-12-04,EUR,501.3800
2023-12-04,RUB,5.1100
2023-12-04,USD,460.1500
2023-12-05,EUR,501.6500
2023-12-05,RUB,5.1000
2023-12-05,USD,461.3300
2023-12-06,EUR,499.3200
2023-12-06,RUB,5.0300
2023-12-06,USD,461.0500
2023-12-07,EUR,495.7100
2023-12-07,RUB,4.9300
2023-12-07,USD,459.4600
2023-12-08,EUR,495.2800
2023-12-08,RUB,4.9700
2023-12-08,USD,459.9100
2023-12-11,EUR,493.0700
2023-12-11,RUB,4.9900
2023-12-11,USD,457.6100
2023-12-12,EUR,493.6100
2023-12-12,RUB,5.0400
2023-12-12,USD,458.4900
2023-12-13,EUR,492.6800
2023-12-13,RUB,5.0600
2023-12-13,USD,456.5200
2023-12-14,EUR,491.4600
2023-12-14,RUB,5.0700
2023-12-14,USD,455.6900
2023-12-15,EUR,496.7300
2023-12-15,RUB,5.0800
2023-12-15,USD,455.6300
2023-12-18,EUR,501.2600
2023-12-18,RUB,5.1100
2023-12-18,USD,457.4400
2023-12-19,EUR,501.2600
2023-12-19,RUB,5.1100
2023-12-19,USD,457.4400
2023-12-20,EUR,501.1000
2023-12-20,RUB,5.0800
2023-12-20,USD,458.0000
2023-12-21,EUR,500.1100
2023-12-21,RUB,5.0500
2023-12-21,USD,456.1800
2023-12-22,EUR,500.0400
2023-12-22,RUB,4.9700
2023-12-22,USD,456.9900
2023-12-25,EUR,505.7500
2023-12-25,RUB,5.0100
2023-12-25,USD,459.6900
2023-12-26,EUR,503.9900
2023-12-26,RUB,4.9800
2023-12-26,USD,457.6300
2023-12-27,EUR,502.3900
2023-12-27,RUB,4.9900
2023-12-27,USD,456.2200
2023-12-28,EUR,503.4600
2023-12-28,RUB,4.9700
2023-12-28,USD,455.5000
2023-12-29,EUR,504.7700
2023-12-29,RUB,5.0100
2023-12-29,USD,453.6400
