date,currency,rate
2021-02-25,EUR,505.3700
2021-02-25,RUB,5.6500
2021-02-25,USD,415.5700
2021-02-26,EUR,506.8100
2021-02-26,RUB,5.6400
2021-02-26,USD,414.7700
2021-03-01,EUR,505.5100
2021-03-01,RUB,5.5900
2021-03-01,USD,417.0200
2021-03-02,EUR,503.0700
2021-03-02,RUB,5.6400
2021-03-02,USD,417.9000
2021-03-03,EUR,505.0300
2021-03-03,RUB,5.6400
2021-03-03,USD,420.6500
2021-03-04,EUR,508.0400
2021-03-04,RUB,5.7000
2021-03-04,USD,419.8700
2021-03-05,EUR,504.6400
2021-03-05,RUB,5.6800
2021-03-05,USD,419.4500
2021-03-08,EUR,500.4400
2021-03-08,RUB,5.6200
2021-03-08,USD,419.6600
2021-03-09,EUR,500.4400
2021-03-09,RUB,5.6200
2021-03-09,USD,419.6600
2021-03-10,EUR,499.6600
2021-03-10,RUB,5.6700
2021-03-10,USD,419.7800
2021-03-11,EUR,500.5200
2021-03-11,RUB,5.6900
2021-03-11,USD,420.6400
2021-03-12,EUR,501.4100
2021-03-12,RUB,5.7000
2021-03-12,USD,419.1000
2021-03-15,EUR,498.8900
2021-03-15,RUB,5.6800
2021-03-15,USD,418.6400
2021-03-16,EUR,499.4400
2021-03-16,RUB,5.7300
2021-03-16,USD,418.8200
2021-03-17,EUR,499.7500
2021-03-17,RUB,5.7500
2021-03-17,USD,418.9400
2021-03-18,EUR,498.3200
2021-03-18,RUB,5.7300
2021-03-18,USD,418.4400
2021-03-19,EUR,500.5700
2021-03-19,RUB,5.6900
2021-03-19,USD,419.1700
2021-03-22,EUR,500.9600
2021-03-22,RUB,5.6900
2021-03-22,USD,421.2900
2021-03-23,EUR,500.9600
2021-03-23,RUB,5.6900
2021-03-23,USD,421.2900
2021-03-24,EUR,500.9600
2021-03-24,RUB,5.6900
2021-03-24,USD,421.2900
2021-03-25,EUR,500.9600
2021-03-25,RUB,5.6900
2021-03-25,USD,421.2900
2021-03-26,EUR,499.9000
2021-03-26,RUB,5.5700
2021-03-26,USD,423.3600
2021-03-29,EUR,500.2700
2021-03-29,RUB,5.5900
2021-03-29,USD,424.2800
2021-03-30,EUR,498.8100
2021-03-30,RUB,5.5800
2021-03-30,USD,423.6500
2021-03-31,EUR,498.1300
2021-03-31,RUB,5.5900
2021-03-31,USD,424.3400
2021-04-01,EUR,498.3100
2021-04-01,RUB,5.6200
2021-04-01,USD,424.8900
2021-04-02,EUR,501.1500
2021-04-02,RUB,5.6200
2021-04-02,USD,426.9100
2021-04-05,EUR,502.6900
2021-04-05,RUB,5.6000
2021-04-05,USD,426.8400
2021-04-06,EUR,501.7100
2021-04-06,RUB,5.6000
2021-04-06,USD,427.3900
2021-04-07,EUR,506.8500
2021-04-07,RUB,5.6200
2021-04-07,USD,429.1000
2021-04-08,EUR,511.9300
2021-04-08,RUB,5.5500
2021-04-08,USD,430.7700
2021-04-09,EUR,513.6800
2021-04-09,RUB,5.6200
2021-04-09,USD,432.9400
2021-04-12,EUR,515.0600
2021-04-12,RUB,5.6100
2021-04-12,USD,433.1500
2021-04-13,EUR,515.8300
2021-04-13,RUB,5.6000
2021-04-13,USD,433.4000
2021-04-14,EUR,515.5300
2021-04-14,RUB,5.6200
2021-04-14,USD,433.5500
2021-04-15,EUR,515.2900
2021-04-15,RUB,5.6900
2021-04-15,USD,430.9900
2021-04-16,EUR,515.3200
2021-04-16,RUB,5.6100
2021-04-16,USD,430.2600
2021-04-19,EUR,515.5200
2021-04-19,RUB,5.6800
2021-04-19,USD,430.3900
2021-04-20,EUR,518.4200
2021-04-20,RUB,5.6600
2021-04-20,USD,430.6900
2021-04-21,EUR,518.1600
2021-04-21,RUB,5.6400
2021-04-21,USD,429.7600
2021-04-22,EUR,518.6700
2021-04-22,RUB,5.6100
2021-04-22,USD,432.0100
2021-04-23,EUR,520.3800
2021-04-23,RUB,5.6700
2021-04-23,USD,432.2100
2021-04-26,EUR,519.2900
2021-04-26,RUB,5.7300
2021-04-26,USD,430.7300
2021-04-27,EUR,519.9500
2021-04-27,RUB,5.7400
2021-04-27,USD,429.8500
2021-04-28,EUR,518.0500
2021-04-28,RUB,5.7300
2021-04-28,USD,429.4200
2021-04-29,EUR,517.9400
2021-04-29,RUB,5.7400
2021-04-29,USD,429.3300
2021-04-30,EUR,518.3000
2021-04-30,RUB,5.7600
2021-04-30,USD,427.7500
2021-05-03,EUR,518.4900
2021-05-03,RUB,5.7200
2021-05-03,USD,428.7500
2021-05-04,EUR,518.4900
2021-05-04,RUB,5.7200
2021-05-04,USD,428.7500
2021-05-05,EUR,515.0500
2021-05-05,RUB,5.7100
2021-05-05,USD,428.9900
2021-05-06,EUR,512.3500
2021-05-06,RUB,5.7100
2021-05-06,USD,426.8500
2021-05-07,EUR,514.3500
2021-05-07,RUB,5.7200
2021-05-07,USD,426.9900
2021-05-10,EUR,514.3500
2021-05-10,RUB,5.7200
2021-05-10,USD,426.9900
2021-05-11,EUR,514.3500
2021-05-11,RUB,5.7200
2021-05-11,USD,426.9900
2021-05-12,EUR,519.7100
2021-05-12,RUB,5.7800
2021-05-12,USD,427.2200
2021-05-13,EUR,517.0800
2021-05-13,RUB,5.7400
2021-05-13,USD,426.1400
2021-05-14,EUR,515.8400
2021-05-14,RUB,5.7500
2021-05-14,USD,427.5500
2021-05-17,EUR,519.1200
2021-05-17,RUB,5.7900
2021-05-17,USD,428.7100
2021-05-18,EUR,519.4700
2021-05-18,RUB,5.7800
2021-05-18,USD,427.4100
2021-05-19,EUR,520.4600
2021-05-19,RUB,5.7800
2021-05-19,USD,426.0500
2021-05-20,EUR,521.9800
2021-05-20,RUB,5.8000
2021-05-20,USD,427.5400
2021-05-21,EUR,522.9900
2021-05-21,RUB,5.8300
2021-05-21,USD,429.2100
2021-05-24,EUR,524.2800
2021-05-24,RUB,5.8400
2021-05-24,USD,428.8600
2021-05-25,EUR,522.1200
2021-05-25,RUB,5.8100
2021-05-25,USD,427.5800
2021-05-26,EUR,522.5200
2021-05-26,RUB,5.8100
2021-05-26,USD,426.4800
2021-05-27,EUR,523.0100
2021-05-27,RUB,5.8100
2021-05-27,USD,427.1900
2021-05-28,EUR,522.4500
2021-05-28,RUB,5.8300
2021-05-28,USD,428.4800
2021-05-31,EUR,521.3500
2021-05-31,RUB,5.8200
2021-05-31,USD,427.9000
2021-06-01,EUR,522.3700
2021-06-01,RUB,5.8400
2021-06-01,USD,428.7000
2021-06-02,EUR,522.7300
2021-06-02,RUB,5.8200
2021-06-02,USD,427.4200
2021-06-03,EUR,521.4300
2021-06-03,RUB,5.8200
2021-06-03,USD,428.1400
2021-06-04,EUR,521.8100
2021-06-04,RUB,5.8500
2021-06-04,USD,427.9900
2021-06-07,EUR,518.7000
2021-06-07,RUB,5.8500
2021-06-07,USD,428.1500
2021-06-08,EUR,518.9600
2021-06-08,RUB,5.8600
2021-06-08,USD,426.8100
2021-06-09,EUR,520.7500
2021-06-09,RUB,5.8900
2021-06-09,USD,427.8300
2021-06-10,EUR,520.1700
2021-06-10,RUB,5.9100
2021-06-10,USD,426.7200
2021-06-11,EUR,520.0900
2021-06-11,RUB,5.9200
2021-06-11,USD,427.5300
2021-06-14,EUR,519.1200
2021-06-14,RUB,5.9600
2021-06-14,USD,427.1500
2021-06-15,EUR,517.0000
2021-06-15,RUB,5.9100
2021-06-15,USD,426.8100
2021-06-16,EUR,517.5500
2021-06-16,RUB,5.9400
2021-06-16,USD,426.9900
2021-06-17,EUR,515.9900
2021-06-17,RUB,5.9200
2021-06-17,USD,425.6300
2021-06-18,EUR,509.9500
2021-06-18,RUB,5.8900
2021-06-18,USD,426.7700
2021-06-21,EUR,509.7500
2021-06-21,RUB,5.9300
2021-06-21,USD,427.8200
2021-06-22,EUR,508.1900
2021-06-22,RUB,5.8500
2021-06-22,USD,427.2300
2021-06-23,EUR,506.3900
2021-06-23,RUB,5.8200
2021-06-23,USD,426.0400
2021-06-24,EUR,509.3300
2021-06-24,RUB,5.8800
2021-06-24,USD,426.6100
2021-06-25,EUR,509.9400
2021-06-25,RUB,5.9100
2021-06-25,USD,427.0100
2021-06-28,EUR,509.8100
2021-06-28,RUB,5.9200
2021-06-28,USD,426.9400
2021-06-29,EUR,508.2200
2021-06-29,RUB,5.9000
2021-06-29,USD,425.7500
2021-06-30,EUR,509.3700
2021-06-30,RUB,5.9100
2021-06-30,USD,427.7900
2021-07-01,EUR,508.8500
2021-07-01,RUB,5.8500
2021-07-01,USD,427.8900
2021-07-02,EUR,505.0400
2021-07-02,RUB,5.8400
2021-07-02,USD,426.0500
2021-07-05,EUR,504.2100
2021-07-05,RUB,5.8100
2021-07-05,USD,424.9900
2021-07-06,EUR,504.2100
2021-07-06,RUB,5.8100
2021-07-06,USD,424.9900
2021-07-07,EUR,504.2100
2021-07-07,RUB,5.8100
2021-07-07,USD,424.9900
2021-07-08,EUR,506.0600
2021-07-08,RUB,5.7700
2021-07-08,USD,427.8500
2021-07-09,EUR,508.5800
2021-07-09,RUB,5.7300
2021-07-09,USD,429.8000
2021-07-12,EUR,508.9000
2021-07-12,RUB,5.7800
2021-07-12,USD,429.3400
2021-07-13,EUR,506.8400
2021-07-13,RUB,5.7300
2021-07-13,USD,427.6800
2021-07-14,EUR,505.0300
2021-07-14,RUB,5.7600
2021-07-14,USD,426.5100
2021-07-15,EUR,501.8800
2021-07-15,RUB,5.7400
2021-07-15,USD,425.6100
2021-07-16,EUR,505.1500
2021-07-16,RUB,5.7600
2021-07-16,USD,426.6100
2021-07-19,EUR,504.0400
2021-07-19,RUB,5.7600
2021-07-19,USD,426.4700
2021-07-20,EUR,503.1400
2021-07-20,RUB,5.7300
2021-07-20,USD,427.1900
2021-07-21,EUR,503.1400
2021-07-21,RUB,5.7300
2021-07-21,USD,427.1900
2021-07-22,EUR,504.5000
2021-07-22,RUB,5.7700
2021-07-22,USD,428.5200
2021-07-23,EUR,502.0800
2021-07-23,RUB,5.7700
2021-07-23,USD,425.7100
2021-07-26,EUR,499.7600
2021-07-26,RUB,5.7700
2021-07-26,USD,424.6800
2021-07-27,EUR,500.9000
2021-07-27,RUB,5.7300
2021-07-27,USD,424.6000
2021-07-28,EUR,499.9100
2021-07-28,RUB,5.7500
2021-07-28,USD,424.3700
2021-07-29,EUR,501.6300
2021-07-29,RUB,5.7800
2021-07-29,USD,424.6400
2021-07-30,EUR,504.0600
2021-07-30,RUB,5.8000
2021-07-30,USD,424.5100
2021-08-02,EUR,504.9100
2021-08-02,RUB,5.8100
2021-08-02,USD,424.4400
2021-08-03,EUR,504.8100
2021-08-03,RUB,5.8200
2021-08-03,USD,424.4600
2021-08-04,EUR,503.5400
2021-08-04,RUB,5.8200
2021-08-04,USD,423.7500
2021-08-05,EUR,502.7600
2021-08-05,RUB,5.8200
2021-08-05,USD,424.0200
2021-08-06,EUR,503.0100
2021-08-06,RUB,5.8100
2021-08-06,USD,425.1300
2021-08-09,EUR,501.0800
2021-08-09,RUB,5.8000
2021-08-09,USD,424.3200
2021-08-10,EUR,501.4200
2021-08-10,RUB,5.8100
2021-08-10,USD,426.3800
2021-08-11,EUR,499.1600
2021-08-11,RUB,5.7900
2021-08-11,USD,425.8300
2021-08-12,EUR,498.2300
2021-08-12,RUB,5.7500
2021-08-12,USD,425.5100
2021-08-13,EUR,498.1000
2021-08-13,RUB,5.7700
2021-08-13,USD,424.2400
2021-08-16,EUR,499.4800
2021-08-16,RUB,5.7900
2021-08-16,USD,425.1600
2021-08-17,EUR,501.3300
2021-08-17,RUB,5.8000
2021-08-17,USD,425.5800
2021-08-18,EUR,500.2300
2021-08-18,RUB,5.7900
2021-08-18,USD,425.0000
2021-08-19,EUR,498.6000
2021-08-19,RUB,5.7900
2021-08-19,USD,425.5700
2021-08-20,EUR,498.9800
2021-08-20,RUB,5.7600
2021-08-20,USD,426.6600
2021-08-23,EUR,498.3600
2021-08-23,RUB,5.7300
2021-08-23,USD,426.9300
2021-08-24,EUR,499.4400
2021-08-24,RUB,5.7500
2021-08-24,USD,426.0000
2021-08-25,EUR,498.1300
2021-08-25,RUB,5.7400
2021-08-25,USD,424.6300
2021-08-26,EUR,498.9200
2021-08-26,RUB,5.7600
2021-08-26,USD,424.7200
2021-08-27,EUR,500.6600
2021-08-27,RUB,5.7500
2021-08-27,USD,425.3700
2021-08-30,EUR,500.5000
2021-08-30,RUB,5.7500
2021-08-30,USD,425.7400
2021-08-31,EUR,500.5000
2021-08-31,RUB,5.7500
2021-08-31,USD,425.7400
2021-09-01,EUR,502.8800
2021-09-01,RUB,5.8100
2021-09-01,USD,425.4100
2021-09-02,EUR,503.0000
2021-09-02,RUB,5.8200
2021-09-02,USD,425.6600
2021-09-03,EUR,505.1700
2021-09-03,RUB,5.8600
2021-09-03,USD,426.3400
2021-09-06,EUR,504.2100
2021-09-06,RUB,5.8400
2021-09-06,USD,424.8500
2021-09-07,EUR,505.5400
2021-09-07,RUB,5.8400
2021-09-07,USD,426.2600
2021-09-08,EUR,504.8200
2021-09-08,RUB,5.8100
2021-09-08,USD,425.4700
2021-09-09,EUR,503.7300
2021-09-09,RUB,5.8100
2021-09-09,USD,426.3800
2021-09-10,EUR,504.2000
2021-09-10,RUB,5.8300
2021-09-10,USD,426.1300
2021-09-13,EUR,504.7900
2021-09-13,RUB,5.8600
2021-09-13,USD,426.5200
2021-09-14,EUR,502.2000
2021-09-14,RUB,5.8400
2021-09-14,USD,425.9900
2021-09-15,EUR,503.0200
2021-09-15,RUB,5.8400
2021-09-15,USD,425.8200
2021-09-16,EUR,504.1600
2021-09-16,RUB,5.8700
2021-09-16,USD,426.3900
2021-09-17,EUR,500.0900
2021-09-17,RUB,5.8700
2021-09-17,USD,424.9200
2021-09-20,EUR,501.0500
2021-09-20,RUB,5.8500
2021-09-20,USD,425.3000
2021-09-21,EUR,498.3200
2021-09-21,RUB,5.8000
2021-09-21,USD,425.7300
2021-09-22,EUR,499.7800
2021-09-22,RUB,5.8200
2021-09-22,USD,425.8500
2021-09-23,EUR,499.3200
2021-09-23,RUB,5.8500
2021-09-23,USD,425.7500
2021-09-24,EUR,498.1700
2021-09-24,RUB,5.8500
2021-09-24,USD,425.0200
2021-09-27,EUR,497.3700
2021-09-27,RUB,5.8200
2021-09-27,USD,423.9100
2021-09-28,EUR,495.8100
2021-09-28,RUB,5.8400
2021-09-28,USD,423.9500
2021-09-29,EUR,495.0000
2021-09-29,RUB,5.8300
2021-09-29,USD,423.9100
2021-09-30,EUR,496.4200
2021-09-30,RUB,5.8500
2021-09-30,USD,425.6700
2021-10-01,EUR,493.6400
2021-10-01,RUB,5.8500
2021-10-01,USD,425.7000
2021-10-04,EUR,493.2000
2021-10-04,RUB,5.8300
2021-10-04,USD,425.9400
2021-10-05,EUR,494.0900
2021-10-05,RUB,5.8400
2021-10-05,USD,425.6800
2021-10-06,EUR,492.6700
2021-10-06,RUB,5.8500
2021-10-06,USD,424.6400
2021-10-07,EUR,490.2800
2021-10-07,RUB,5.8500
2021-10-07,USD,424.8200
2021-10-08,EUR,492.2500
2021-10-08,RUB,5.9000
2021-10-08,USD,425.8600
2021-10-11,EUR,491.3400
2021-10-11,RUB,5.9000
2021-10-11,USD,424.8100
2021-10-12,EUR,490.4600
2021-10-12,RUB,5.9300
2021-10-12,USD,424.5300
2021-10-13,EUR,491.4700
2021-10-13,RUB,5.9200
2021-10-13,USD,425.2200
2021-10-14,EUR,492.4200
2021-10-14,RUB,5.9400
2021-10-14,USD,426.1500
2021-10-15,EUR,494.2800
2021-10-15,RUB,5.9500
2021-10-15,USD,425.7700
2021-10-18,EUR,494.0800
2021-10-18,RUB,5.9800
2021-10-18,USD,425.7800
2021-10-19,EUR,492.6600
2021-10-19,RUB,5.9700
2021-10-19,USD,425.3700
2021-10-20,EUR,497.0500
2021-10-20,RUB,6.0200
2021-10-20,USD,426.1400
2021-10-21,EUR,495.1200
2021-10-21,RUB,6.0000
2021-10-21,USD,425.9500
2021-10-22,EUR,495.5300
2021-10-22,RUB,5.9900
2021-10-22,USD,425.7100
2021-10-25,EUR,496.2400
2021-10-25,RUB,6.0400
2021-10-25,USD,426.3200
2021-10-26,EUR,494.1400
2021-10-26,RUB,6.0600
2021-10-26,USD,425.0700
2021-10-27,EUR,494.2000
2021-10-27,RUB,6.1400
2021-10-27,USD,425.4800
2021-10-28,EUR,493.7500
2021-10-28,RUB,6.0500
2021-10-28,USD,426.0100
2021-10-29,EUR,495.6400
2021-10-29,RUB,6.0800
2021-10-29,USD,427.5700
2021-11-01,EUR,497.5000
2021-11-01,RUB,6.0500
2021-11-01,USD,427.1100
2021-11-02,EUR,494.9300
2021-11-02,RUB,6.0400
2021-11-02,USD,427.8100
2021-11-03,EUR,495.9200
2021-11-03,RUB,5.9400
2021-11-03,USD,427.5900
2021-11-04,EUR,496.5900
2021-11-04,RUB,5.9700
2021-11-04,USD,428.3900
2021-11-05,EUR,496.2000
2021-11-05,RUB,6.0000
2021-11-05,USD,429.5000
2021-11-08,EUR,496.0100
2021-11-08,RUB,6.0000
2021-11-08,USD,429.8200
2021-11-09,EUR,495.5000
2021-11-09,RUB,6.0000
2021-11-09,USD,428.6700
2021-11-10,EUR,497.5900
2021-11-10,RUB,6.0500
2021-11-10,USD,429.2200
2021-11-11,EUR,496.1300
2021-11-11,RUB,6.0600
2021-11-11,USD,428.5100
2021-11-12,EUR,492.1000
2021-11-12,RUB,6.0400
2021-11-12,USD,429.2900
2021-11-15,EUR,491.4900
2021-11-15,RUB,5.9600
2021-11-15,USD,429.5900
2021-11-16,EUR,492.2500
2021-11-16,RUB,5.9400
2021-11-16,USD,429.9900
2021-11-17,EUR,488.1600
2021-11-17,RUB,5.9200
2021-11-17,USD,429.6800
2021-11-18,EUR,487.1700
2021-11-18,RUB,5.9200
2021-11-18,USD,430.7400
2021-11-19,EUR,489.0000
2021-11-19,RUB,5.9200
2021-11-19,USD,431.6000
2021-11-22,EUR,486.3900
2021-11-22,RUB,5.8700
2021-11-22,USD,430.4300
2021-11-23,EUR,486.7800
2021-11-23,RUB,5.8300
2021-11-23,USD,431.5800
2021-11-24,EUR,486.5600
2021-11-24,RUB,5.7700
2021-11-24,USD,432.1500
2021-11-25,EUR,481.6000
2021-11-25,RUB,5.7600
2021-11-25,USD,429.7300
2021-11-26,EUR,482.3200
2021-11-26,RUB,5.7700
2021-11-26,USD,429.8400
2021-11-29,EUR,485.5100
2021-11-29,RUB,5.6900
2021-11-29,USD,431.0700
2021-11-30,EUR,489.5200
2021-11-30,RUB,5.7800
2021-11-30,USD,433.7400
2021-12-01,EUR,493.2900
2021-12-01,RUB,5.8100
2021-12-01,USD,434.1600
2021-12-02,EUR,493.2900
2021-12-02,RUB,5.8100
2021-12-02,USD,434.1600
2021-12-03,EUR,493.4100
2021-12-03,RUB,5.8900
2021-12-03,USD,435.7600
2021-12-06,EUR,492.8300
2021-12-06,RUB,5.9200
2021-12-06,USD,436.2900
2021-12-07,EUR,492.3800
2021-12-07,RUB,5.9200
2021-12-07,USD,435.8500
2021-12-08,EUR,489.9200
2021-12-08,RUB,5.8500
2021-12-08,USD,434.6000
2021-12-09,EUR,490.2900
2021-12-09,RUB,5.9000
2021-12-09,USD,434.4600
2021-12-10,EUR,490.5100
2021-12-10,RUB,5.8800
2021-12-10,USD,433.3900
2021-12-13,EUR,490.0900
2021-12-13,RUB,5.9100
2021-12-13,USD,434.4000
2021-12-14,EUR,488.4600
2021-12-14,RUB,5.9000
2021-12-14,USD,433.5300
2021-12-15,EUR,491.3700
2021-12-15,RUB,5.9100
2021-12-15,USD,434.8400
2021-12-16,EUR,490.8500
2021-12-16,RUB,5.9000
2021-12-16,USD,435.5400
2021-12-17,EUR,490.8500
2021-12-17,RUB,5.9000
2021-12-17,USD,435.5400
2021-12-20,EUR,490.8500
2021-12-20,RUB,5.9000
2021-12-20,USD,435.5400
2021-12-21,EUR,491.3300
2021-12-21,RUB,5.8800
2021-12-21,USD,436.3500
2021-12-22,EUR,492.3400
2021-12-22,RUB,5.9000
2021-12-22,USD,435.8900
2021-12-23,EUR,490.5800
2021-12-23,RUB,5.8900
2021-12-23,USD,434.8700
2021-12-24,EUR,491.1100
2021-12-24,RUB,5.9200
2021-12-24,USD,433.8800
2021-12-27,EUR,490.1600
2021-12-27,RUB,5.8900
2021-12-27,USD,432.2800
2021-12-28,EUR,488.0200
2021-12-28,RUB,5.8700
2021-12-28,USD,431.6100
2021-12-29,EUR,488.4400
2021-12-29,RUB,5.8600
2021-12-29,USD,431.1800
2021-12-30,EUR,487.0300
2021-12-30,RUB,5.8600
2021-12-30,USD,431.8400
2021-12-31,EUR,487.7900
2021-12-31,RUB,5.7700
2021-12-31,USD,431.6700
